playerid,footed,Id,Name
/en/players/5bc43860/Brenden-Aaronson,Right Foot,5bc43860,Brenden-Aaronson
/en/players/f2bf1b0f/Che-Adams,Right Foot,f2bf1b0f,Che-Adams
/en/players/2b09d998/Tyler-Adams,Right Foot,2b09d998,Tyler-Adams
/en/players/c81d773d/Tosin-Adarabioyo,Right Foot,c81d773d,Tosin-Adarabioyo
/en/players/288e1e13/Nayef-Aguerd,Left Foot,288e1e13,Nayef-Aguerd
/en/players/9b398aea/Rayan-Ait-Nouri,Left Foot,9b398aea,Rayan-Ait-Nouri
/en/players/a8c0acb7/Kristoffer-Ajer,Right Foot,a8c0acb7,Kristoffer-Ajer
/en/players/89ac64a6/Manuel-Akanji,Right Foot,89ac64a6,Manuel-Akanji
/en/players/eaeca114/Nathan-Ake,Left Foot,eaeca114,Nathan-Ake
/en/players/b827d5b3/Marc-Albrighton,Right Foot,b827d5b3,Marc-Albrighton
/en/players/77e84962/Thiago-Alcantara,Right Foot,77e84962,Thiago-Alcantara
/en/players/cd1acf9d/Trent-Alexander-Arnold,Right Foot,cd1acf9d,Trent-Alexander-Arnold
/en/players/7a2e46a8/Alisson,Right Foot,7a2e46a8,Alisson
/en/players/cea4ee8f/Dele-Alli,Right Foot,cea4ee8f,Dele-Alli
/en/players/862a1c15/Miguel-Almiron,Left Foot,862a1c15,Miguel-Almiron
/en/players/15ab5a2b/Julian-Alvarez,Right Foot,15ab5a2b,Julian-Alvarez
/en/players/1a4ef233/Daniel-Amartey,Right Foot,1a4ef233,Daniel-Amartey
/en/players/e34fc66d/Joachim-Andersen,Right Foot,e34fc66d,Joachim-Andersen
/en/players/de31038e/Elliot-Anderson,Right Foot,de31038e,Elliot-Anderson
/en/players/e4238fb1/Jaidon-Anthony,Right Foot,e4238fb1,Jaidon-Anthony
/en/players/ac05f970/Michail-Antonio,Right Foot,ac05f970,Michail-Antonio
/en/players/99127249/Antony,Left Foot,99127249,Antony
/en/players/05e8ca6d/Cameron-Archer,No Data,05e8ca6d,Cameron-Archer
/en/players/2f965a72/Alphonse-Areola,Right Foot,2f965a72,Alphonse-Areola
/en/players/328f7d51/Joe-Aribo,Left Foot,328f7d51,Joe-Aribo
/en/players/68c720b5/Adam-Armstrong,Right Foot,68c720b5,Adam-Armstrong
/en/players/97333cf5/Stuart-Armstrong,Right Foot,97333cf5,Stuart-Armstrong
/en/players/28d596a0/Kepa-Arrizabalaga,Right Foot,28d596a0,Kepa-Arrizabalaga
/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,Right Foot,d5dd5f1f,Pierre-Emerick-Aubameyang
/en/players/9fec8860/Ludwig-Augustinsson,Left Foot,9fec8860,Ludwig-Augustinsson
/en/players/5c2b4f07/Serge-Aurier,Right Foot,5c2b4f07,Serge-Aurier
/en/players/e5478b87/Taiwo-Awoniyi,Right Foot,e5478b87,Taiwo-Awoniyi
/en/players/da052c14/Jordan-Ayew,Right Foot,da052c14,Jordan-Ayew
/en/players/420d7c7d/Luke-Ayling,Right Foot,420d7c7d,Luke-Ayling
/en/players/53cad200/Cesar-Azpilicueta,Right Foot,53cad200,Cesar-Azpilicueta
/en/players/3a233281/Leon-Bailey,Left Foot,3a233281,Leon-Bailey
/en/players/32e8417f/Stefan-Bajcetic,No Data,32e8417f,Stefan-Bajcetic
/en/players/93feac6e/Patrick-Bamford,Left Foot,93feac6e,Patrick-Bamford
/en/players/2886c9b5/Shandon-Baptiste,Right Foot,2886c9b5,Shandon-Baptiste
/en/players/3ea50f67/Harvey-Barnes,Right Foot,3ea50f67,Harvey-Barnes
/en/players/c91441dc/Gavin-Bazunu,Right Foot,c91441dc,Gavin-Bazunu
/en/players/30db8574/Mads-Bech-Sorensen,Left Foot,30db8574,Mads-Bech-Sorensen
/en/players/4115ce4e/Jan-Bednarek,Right Foot,4115ce4e,Jan-Bednarek
/en/players/50dc94ce/Donny-van-de-Beek,Right Foot,50dc94ce,Donny-van-de-Beek
/en/players/7b4de647/Asmir-Begovic,Right Foot,7b4de647,Asmir-Begovic
/en/players/a39d11bc/Armel-Bella-Kotchap,Right Foot,a39d11bc,Armel-Bella-Kotchap
/en/players/5a04fd92/Said-Benrahma,Right Foot,5a04fd92,Said-Benrahma
/en/players/3b8674e6/Rodrigo-Bentancur,Right Foot,3b8674e6,Rodrigo-Bentancur
/en/players/87966294/Owen-Bevan,No Data,87966294,Owen-Bevan
/en/players/de40e38c/Giulian-Biancone,Right Foot,de40e38c,Giulian-Biancone
/en/players/d328a254/Philip-Billing,Left Foot,d328a254,Philip-Billing
/en/players/6c203af0/Yves-Bissouma,Right Foot,6c203af0,Yves-Bissouma
/en/players/a4ac4b8f/Willy-Boly,Right Foot,a4ac4b8f,Willy-Boly
/en/players/ccce7025/Sven-Botman,Left Foot,ccce7025,Sven-Botman
/en/players/79c84d1c/Jarrod-Bowen,Left Foot,79c84d1c,Jarrod-Bowen
/en/players/97220da2/Armando-Broja,Right Foot,97220da2,Armando-Broja
/en/players/7b5ab7f2/Bryan,Left Foot,7b5ab7f2,Bryan
/en/players/66b76d44/Emi-Buendia,Right Foot,66b76d44,Emi-Buendia
/en/players/bfc3b3a0/Hugo-Bueno,Left Foot,bfc3b3a0,Hugo-Bueno
/en/players/b2d31e83/Dan-Burn,Left Foot,b2d31e83,Dan-Burn
/en/players/85322440/Cafu,Right Foot,85322440,Cafu
/en/players/16264a81/Moises-Caicedo,Right Foot,16264a81,Moises-Caicedo
/en/players/a8748947/Tom-Cairney,Left Foot,a8748947,Tom-Cairney
/en/players/94f8d10c/Duje-Caleta-Car,Right Foot,94f8d10c,Duje-Caleta-Car
/en/players/59e6e5bf/Dominic-Calvert-Lewin,Right Foot,59e6e5bf,Dominic-Calvert-Lewin
/en/players/6f711f67/Chem-Campbell,Right Foot,6f711f67,Chem-Campbell
/en/players/bd6351cd/Joao-Cancelo,Right Foot,bd6351cd,Joao-Cancelo
/en/players/4506aec5/Thomas-Cannon,No Data,4506aec5,Thomas-Cannon
/en/players/1137759d/Sergi-Canos,Right Foot,1137759d,Sergi-Canos
/en/players/b4a014b1/Diego-Carlos,Right Foot,b4a014b1,Diego-Carlos
/en/players/966e28d0/Fabio-Carvalho,Right Foot,966e28d0,Fabio-Carvalho
/en/players/4d224fe8/Casemiro,Right Foot,4d224fe8,Casemiro
/en/players/2389cdc2/Matty-Cash,Right Foot,2389cdc2,Matty-Cash
/en/players/197640fd/Timothy-Castagne,Right Foot,197640fd,Timothy-Castagne
/en/players/e28868f3/Jonny-Castro,Right Foot,e28868f3,Jonny-Castro
/en/players/9cfbad36/Julio-Cesar-Enciso,No Data,9cfbad36,Julio-Cesar-Enciso
/en/players/422862ea/Nathaniel-Chalobah,Right Foot,422862ea,Nathaniel-Chalobah
/en/players/5515376c/Trevoh-Chalobah,Right Foot,5515376c,Trevoh-Chalobah
/en/players/dc6f5bdd/Calum-Chambers,Right Foot,dc6f5bdd,Calum-Chambers
/en/players/d2424d1b/Ben-Chilwell,Left Foot,d2424d1b,Ben-Chilwell
/en/players/26ce2263/Ryan-Christie,Left Foot,26ce2263,Ryan-Christie
/en/players/b2f9c73e/Carney-Chukwuemeka,No Data,b2f9c73e,Carney-Chukwuemeka
/en/players/73341ace/Bobby-Clark,No Data,73341ace,Bobby-Clark
/en/players/0442183b/Nathaniel-Clyne,Right Foot,0442183b,Nathaniel-Clyne
/en/players/2928dca2/Conor-Coady,Right Foot,2928dca2,Conor-Coady
/en/players/963a9201/Jack-Colback,Left Foot,963a9201,Jack-Colback
/en/players/0420d84f/Seamus-Coleman,Right Foot,0420d84f,Seamus-Coleman
/en/players/a8c19eb8/Nathan-Collins,Right Foot,a8c19eb8,Nathan-Collins
/en/players/700783e7/Levi-Colwill,No Data,7.01E+12,Levi-Colwill
/en/players/2afc7272/Lewis-Cook,Right Foot,2afc7272,Lewis-Cook
/en/players/3e5e4e63/Steve-Cook,Right Foot,3e5e4e63,Steve-Cook
/en/players/dc64b8b3/Liam-Cooper,Left Foot,dc64b8b3,Liam-Cooper
/en/players/beb391dd/Maxwel-Cornet,Left Foot,beb391dd,Maxwel-Cornet
/en/players/a190d597/Diego-Costa,Right Foot,a190d597,Diego-Costa
/en/players/fdf3cb77/Vladimir-Coufal,Right Foot,fdf3cb77,Vladimir-Coufal
/en/players/0ef89a37/Philippe-Coutinho,Right Foot,0ef89a37,Philippe-Coutinho
/en/players/a5ca9127/Conor-Coventry,Right Foot,a5ca9127,Conor-Coventry
/en/players/4f974391/Aaron-Cresswell,Left Foot,4f974391,Aaron-Cresswell
/en/players/1daec722/Marc-Cucurella,Left Foot,1daec722,Marc-Cucurella
/en/players/ca45605e/Patson-Daka,Right Foot,ca45605e,Patson-Daka
/en/players/d9565625/Diogo-Dalot,Right Foot,d9565625,Diogo-Dalot
/en/players/215f3907/Mikkel-Damsgaard,Right Foot,215f3907,Mikkel-Damsgaard
/en/players/60344e4f/Josh-Dasilva,Left Foot,60344e4f,Josh-Dasilva
/en/players/44781702/Ben-Davies,Left Foot,44781702,Ben-Davies
/en/players/9228b07c/Tom-Davies,Right Foot,9228b07c,Tom-Davies
/en/players/3e9e06cb/Craig-Dawson,Right Foot,3e9e06cb,Craig-Dawson
/en/players/e46012d4/Kevin-De-Bruyne,Right Foot,e46012d4,Kevin-De-Bruyne
/en/players/11f54bd5/Siriki-Dembele,No Data,11f54bd5,Siriki-Dembele
/en/players/5a7301ae/Leander-Dendoncker,Right Foot,5a7301ae,Leander-Dendoncker
/en/players/2c44a35d/Emmanuel-Dennis,Right Foot,2c44a35d,Emmanuel-Dennis
/en/players/9d8cf204/Halil-Dervisoglu,Right Foot,9d8cf204,Halil-Dervisoglu
/en/players/5c74c0f5/Kiernan-Dewsbury-Hall,Left Foot,5c74c0f5,Kiernan-Dewsbury-Hall
/en/players/11ff3d56/Ibrahima-Diallo,Right Foot,11ff3d56,Ibrahima-Diallo
/en/players/31c69ef1/Ruben-Dias,Right Foot,31c69ef1,Ruben-Dias
/en/players/4a1a9578/Luis-Diaz,Right Foot,4a1a9578,Luis-Diaz
/en/players/ac861941/Eric-Dier,Right Foot,ac861941,Eric-Dier
/en/players/1b84dbe1/Lucas-Digne,Left Foot,1b84dbe1,Lucas-Digne
/en/players/a712ca2b/Issa-Diop,Right Foot,a712ca2b,Issa-Diop
/en/players/254147d4/Moussa-Djenepo,Right Foot,254147d4,Moussa-Djenepo
/en/players/d557d734/Matt-Doherty,Right Foot,d557d734,Matt-Doherty
/en/players/67ac5bb8/Gabriel-Dos-Santos,Left Foot,67ac5bb8,Gabriel-Dos-Santos
/en/players/02b29014/Abdoulaye-Doucoure,Right Foot,02b29014,Abdoulaye-Doucoure
/en/players/ce4f40c7/Cheick-Doucoure,Right Foot,ce4f40c7,Cheick-Doucoure
/en/players/69fdb896/Flynn-Downes,Right Foot,69fdb896,Flynn-Downes
/en/players/e0d1510a/Cody-Drameh,Right Foot,e0d1510a,Cody-Drameh
/en/players/7314bba4/Shane-Duffy,Right Foot,7314bba4,Shane-Duffy
/en/players/282f75f3/Lewis-Dunk,Right Foot,282f75f3,Lewis-Dunk
/en/players/fa9fa773/Malcolm-Ebiowei,No Data,fa9fa773,Malcolm-Ebiowei
/en/players/3bb7b8b4/Ederson,Left Foot,3bb7b8b4,Ederson
/en/players/0562b7f1/Odsonne-Edouard,Right Foot,0562b7f1,Odsonne-Edouard
/en/players/007414dd/Samuel-Edozie,No Data,007414dd,Samuel-Edozie
/en/players/2fba6108/Anthony-Elanga,Right Foot,2fba6108,Anthony-Elanga
/en/players/c8387671/Harvey-Elliott,Left Foot,c8387671,Harvey-Elliott
/en/players/47a34c4f/Mohamed-Elneny,Right Foot,47a34c4f,Mohamed-Elneny
/en/players/68dc0dac/Mohamed-Elyounoussi,Right Foot,68dc0dac,Mohamed-Elyounoussi
/en/players/df8b52a5/Emerson,Right Foot,df8b52a5,Emerson
/en/players/980522ec/Christian-Eriksen,Right Foot,980522ec,Christian-Eriksen
/en/players/d38fdf53/Pervis-Estupinan,Left Foot,d38fdf53,Pervis-Estupinan
/en/players/f8fcd2a5/Jonny-Evans,Right Foot,f8fcd2a5,Jonny-Evans
/en/players/ae4fc6a4/Eberechi-Eze,Right Foot,ae4fc6a4,Eberechi-Eze
/en/players/9328b835/Lukasz-Fabianski,Right Foot,9328b835,Lukasz-Fabianski
/en/players/7f3b388c/Fabinho,Right Foot,7f3b388c,Fabinho
/en/players/9c221d14/Wout-Faes,Right Foot,9c221d14,Wout-Faes
/en/players/507c7bdf/Bruno-Fernandes,Right Foot,507c7bdf,Bruno-Fernandes
/en/players/6ad43f9a/Mateo-Fernandez,No Data,6ad43f9a,Mateo-Fernandez
/en/players/4c370d81/Roberto-Firmino,Right Foot,4c370d81,Roberto-Firmino
/en/players/24f59bb2/Junior-Firpo,Left Foot,24f59bb2,Junior-Firpo
/en/players/ed1e53f3/Phil-Foden,Left Foot,ed1e53f3,Phil-Foden
/en/players/132a82f1/Wesley-Fofana,Right Foot,132a82f1,Wesley-Fofana
/en/players/82927de4/Pablo-Fornals,Right Foot,82927de4,Pablo-Fornals
/en/players/9f1938ab/Adam-Forshaw,Right Foot,9f1938ab,Adam-Forshaw
/en/players/6722d4f0/Tyrese-Francois,Right Foot,6722d4f0,Tyrese-Francois
/en/players/d56543a0/Ryan-Fraser,Right Foot,d56543a0,Ryan-Fraser
/en/players/b853e0ad/Fred,Left Foot,b853e0ad,Fred
/en/players/c067631c/Ryan-Fredericks,Right Foot,c067631c,Ryan-Fredericks
/en/players/98d2c2c4/Remo-Freuler,Right Foot,98d2c2c4,Remo-Freuler
/en/players/c2731c10/Conor-Gallagher,Right Foot,c2731c10,Conor-Gallagher
/en/players/72c812f3/Idrissa-Gana-Gueye,Right Foot,72c812f3,Idrissa-Gana-Gueye
/en/players/7aa8adfe/Alejandro-Garnacho,No Data,7aa8adfe,Alejandro-Garnacho
/en/players/4e015693/James-Garner,Right Foot,4e015693,James-Garner
/en/players/7ba6d84e/David-de-Gea,Right Foot,7ba6d84e,David-de-Gea
/en/players/01962d0d/Joe-Gelhardt,Right Foot,01962d0d,Joe-Gelhardt
/en/players/f7b1d4e0/Saman-Ghoddos,Right Foot,f7b1d4e0,Saman-Ghoddos
/en/players/32f60ed8/Morgan-Gibbs-White,Right Foot,32f60ed8,Morgan-Gibbs-White
/en/players/df10e27c/Billy-Gilmour,Right Foot,df10e27c,Billy-Gilmour
/en/players/75fdd638/Degnand-Gnonto,No Data,75fdd638,Degnand-Gnonto
/en/players/9f7c837d/Ben-Godfrey,Right Foot,9f7c837d,Ben-Godfrey
/en/players/f0caab96/Toti-Gomes,Left Foot,f0caab96,Toti-Gomes
/en/players/7a11550b/Joe-Gomez,Right Foot,7a11550b,Joe-Gomez
/en/players/01e5f06e/Sergio-Gomez,Left Foot,01e5f06e,Sergio-Gomez
/en/players/2bd83368/Anthony-Gordon,Right Foot,2bd83368,Anthony-Gordon
/en/players/4468ec10/Demarai-Gray,Right Foot,4468ec10,Demarai-Gray
/en/players/b0b4fd3e/Jack-Grealish,Right Foot,b0b4fd3e,Jack-Grealish
/en/players/f3354c07/Sam-Greenwood,Both,f3354c07,Sam-Greenwood
/en/players/8aec0537/Pascal-Gross,Right Foot,8aec0537,Pascal-Gross
/en/players/ab13a5aa/Vicente-Guaita,Right Foot,ab13a5aa,Vicente-Guaita
/en/players/e6bc67d7/Goncalo-Guedes,Right Foot,e6bc67d7,Goncalo-Guedes
/en/players/d0706b27/Marc-Guehi,Right Foot,d0706b27,Marc-Guehi
/en/players/82518f62/Bruno-Guimaraes,Right Foot,82518f62,Bruno-Guimaraes
/en/players/819b3158/Ilkay-Gundogan,Right Foot,819b3158,Ilkay-Gundogan
/en/players/1f44ac21/Erling-Haaland,Left Foot,1f44ac21,Erling-Haaland
/en/players/da011f18/Lewis-Hall,No Data,da011f18,Lewis-Hall
/en/players/8c3078cd/Luke-Harris,No Data,8c3078cd,Luke-Harris
/en/players/aa849a12/Jack-Harrison,Left Foot,aa849a12,Jack-Harrison
/en/players/fed7cb61/Kai-Havertz,Left Foot,fed7cb61,Kai-Havertz
/en/players/4fd08daa/Jan-Paul-van-Hecke,Right Foot,4fd08daa,Jan-Paul-van-Hecke
/en/players/169fd162/Hwang-Hee-chan,Right Foot,169fd162,Hwang-Hee-chan
/en/players/e5a76dfe/Dean-Henderson,Right Foot,e5a76dfe,Dean-Henderson
/en/players/935e6b8f/Jordan-Henderson,Right Foot,935e6b8f,Jordan-Henderson
/en/players/8a3c1dc7/Rico-Henry,Left Foot,8a3c1dc7,Rico-Henry
/en/players/92e7e919/Son-Heung-min,Right Foot,92e7e919,Son-Heung-min
/en/players/1780bb4a/Aaron-Hickey,Both,1780bb4a,Aaron-Hickey
/en/players/bd8a5d95/Joseph-Hodge,No Data,bd8a5d95,Joseph-Hodge
/en/players/d79a8c87/Rob-Holding,Right Foot,d79a8c87,Rob-Holding
/en/players/d0042ab9/Mason-Holgate,Right Foot,d0042ab9,Mason-Holgate
/en/players/a0666d3e/Will-Hughes,Left Foot,a0666d3e,Will-Hughes
/en/players/8b04d6c1/Pierre-Hojbjerg,Right Foot,8b04d6c1,Pierre-Hojbjerg
/en/players/c92e1a31/Kelechi-Iheanacho,Left Foot,c92e1a31,Kelechi-Iheanacho
/en/players/07802f7f/Danny-Ings,Right Foot,07802f7f,Danny-Ings
/en/players/8e92be30/Alexander-Isak,Right Foot,8e92be30,Alexander-Isak
/en/players/6ca5ec4b/Alex-Iwobi,Right Foot,6ca5ec4b,Alex-Iwobi
/en/players/c931d9f9/Daniel-James,Right Foot,c931d9f9,Daniel-James
/en/players/1265a93a/Reece-James,Right Foot,1265a93a,Reece-James
/en/players/8449d35e/Vitaly-Janelt,Left Foot,8449d35e,Vitaly-Janelt
/en/players/172e52d8/Pontus-Jansson,Right Foot,172e52d8,Pontus-Jansson
/en/players/0f134faf/Mathias-Jensen,Right Foot,0f134faf,Mathias-Jensen
/en/players/b66315ae/Gabriel-Jesus,Right Foot,b66315ae,Gabriel-Jesus
/en/players/b561db50/Raul-Jimenez,Right Foot,b561db50,Raul-Jimenez
/en/players/c17bfb65/Joelinton,Right Foot,c17bfb65,Joelinton
/en/players/9319781b/Ben-Johnson,Right Foot,9319781b,Ben-Johnson
/en/players/0cd31129/Brennan-Johnson,Right Foot,0cd31129,Brennan-Johnson
/en/players/4fb9c88f/Curtis-Jones,Right Foot,4fb9c88f,Curtis-Jones
/en/players/45db685d/Jorginho,Right Foot,45db685d,Jorginho
/en/players/178ae8f8/Diogo-Jota,Right Foot,178ae8f8,Diogo-Jota
/en/players/fb614c44/James-Justin,Right Foot,fb614c44,James-Justin
/en/players/0db5d2c8/Mathias-Jorgensen,Right Foot,0db5d2c8,Mathias-Jorgensen
/en/players/15f24fe7/Sasa-Kalajdzic,Right Foot,15f24fe7,Sasa-Kalajdzic
/en/players/cc77354e/Boubacar-Kamara,Right Foot,cc77354e,Boubacar-Kamara
/en/players/21a66f6a/Harry-Kane,Right Foot,21a66f6a,Harry-Kane
/en/players/b9fbae28/NGolo-Kante,Right Foot,b9fbae28,NGolo-Kante
/en/players/c5b7c315/Michael-Keane,Right Foot,c5b7c315,Michael-Keane
/en/players/18b999f4/Neeskens-Kebano,Right Foot,18b999f4,Neeskens-Kebano
/en/players/51dbeea9/Thilo-Kehrer,Right Foot,51dbeea9,Thilo-Kehrer
/en/players/f31def1e/Lloyd-Kelly,Left Foot,f31def1e,Lloyd-Kelly
/en/players/d0f72bf1/Max-Kilman,Left Foot,d0f72bf1,Max-Kilman
/en/players/282679b4/Mateusz-Klich,Right Foot,282679b4,Mateusz-Klich
/en/players/ea6bc03a/Robin-Koch,Right Foot,ea6bc03a,Robin-Koch
/en/players/5ed9b537/Ibrahima-Konate,Right Foot,5ed9b537,Ibrahima-Konate
/en/players/0313a347/Ezri-Konsa,Right Foot,0313a347,Ezri-Konsa
/en/players/da974c7b/Kalidou-Koulibaly,Right Foot,da974c7b,Kalidou-Koulibaly
/en/players/8d3c902d/Cheikhou-Kouyate,Right Foot,8d3c902d,Cheikhou-Kouyate
/en/players/79c0821a/Mateo-Kovacic,Right Foot,79c0821a,Mateo-Kovacic
/en/players/77cf6852/Emil-Krafth,Right Foot,77cf6852,Emil-Krafth
/en/players/df3cda47/Dejan-Kulusevski,Left Foot,df3cda47,Dejan-Kulusevski
/en/players/41e7ef1c/Layvin-Kurzawa,Left Foot,41e7ef1c,Layvin-Kurzawa
/en/players/99813635/Adam-Lallana,Right Foot,99813635,Adam-Lallana
/en/players/f4e433d4/Tariq-Lamptey,Right Foot,f4e433d4,Tariq-Lamptey
/en/players/26f6dca8/Manuel-Lanzini,Right Foot,26f6dca8,Manuel-Lanzini
/en/players/119b9a8e/Aymeric-Laporte,Left Foot,119b9a8e,Aymeric-Laporte
/en/players/cf7fb13a/Juan-Larios,No Data,cf7fb13a,Juan-Larios
/en/players/450ab6fc/Jamaal-Lascelles,Right Foot,450ab6fc,Jamaal-Lascelles
/en/players/ecad9aa5/Romeo-Lavia,Right Foot,ecad9aa5,Romeo-Lavia
/en/players/0bdda685/Dexter-Lembikisa,No Data,0bdda685,Dexter-Lembikisa
/en/players/4f28a6ff/Clement-Lenglet,Left Foot,4f28a6ff,Clement-Lenglet
/en/players/2628fd2b/Bernd-Leno,Right Foot,2628fd2b,Bernd-Leno
/en/players/9b5ce51a/Jefferson-Lerma,Right Foot,9b5ce51a,Jefferson-Lerma
/en/players/efb9215a/Jamal-Lewis,Left Foot,efb9215a,Jamal-Lewis
/en/players/b57e066e/Rico-Lewis,No Data,b57e066e,Rico-Lewis
/en/players/41f08ac8/Keane-Lewis-Potter,Right Foot,41f08ac8,Keane-Lewis-Potter
/en/players/f5deef4c/Victor-Lindelof,Right Foot,f5deef4c,Victor-Lindelof
/en/players/810e3c74/Jesse-Lingard,Right Foot,810e3c74,Jesse-Lingard
/en/players/bba30585/Diego-Llorente,Right Foot,bba30585,Diego-Llorente
/en/players/8f62b6ee/Hugo-Lloris,Left Foot,8f62b6ee,Hugo-Lloris
/en/players/ed9f7cfe/Renan-Lodi,Left Foot,ed9f7cfe,Renan-Lodi
/en/players/e97fd090/Ruben-Loftus-Cheek,Right Foot,e97fd090,Ruben-Loftus-Cheek
/en/players/a2b105e0/Sean-Longstaff,Right Foot,a2b105e0,Sean-Longstaff
/en/players/b2856bc0/Jamal-Lowe,Right Foot,b2856bc0,Jamal-Lowe
/en/players/6f7d826d/Douglas-Luiz,Right Foot,6f7d826d,Douglas-Luiz
/en/players/b5bf1770/Lyanco,Right Foot,b5bf1770,Lyanco
/en/players/83d074ff/Alexis-Mac-Allister,Right Foot,83d074ff,Alexis-Mac-Allister
/en/players/ee38d9c5/James-Maddison,Right Foot,ee38d9c5,James-Maddison
/en/players/d8931174/Harry-Maguire,Right Foot,d8931174,Harry-Maguire
/en/players/892d5bb1/Riyad-Mahrez,Left Foot,892d5bb1,Riyad-Mahrez
/en/players/e3a5814e/Ainsley-Maitland-Niles,Right Foot,e3a5814e,Ainsley-Maitland-Niles
/en/players/6b6c793c/Tyrell-Malacia,Left Foot,6b6c793c,Tyrell-Malacia
/en/players/a572e291/Orel-Mangala,Right Foot,a572e291,Orel-Mangala
/en/players/758dd7f0/Javier-Manquillo,Right Foot,758dd7f0,Javier-Manquillo
/en/players/3544641e/Sekou-Mara,Right Foot,3544641e,Sekou-Mara
/en/players/bb5fbd2b/Solly-March,Left Foot,bb5fbd2b,Solly-March
/en/players/4d960fc3/Emiliano-Marcondes,Right Foot,4d960fc3,Emiliano-Marcondes
/en/players/59878425/Marquinhos,Left Foot,59878425,Marquinhos
/en/players/8b788c01/Anthony-Martial,Right Foot,8b788c01,Anthony-Martial
